VisitID	NosepokeOrder	Animal	Tag	Sex	Group	Cage	Corner	Side	SideCondition	SideError	TimeError	ConditionError	LickNumber	LickDuration	LickContactTime	StartDate	StartTime	StartTimecode	EndDate	EndTime	EndTimecode	NosepokeDuration	LickStartTime
94	0	C57 A 1	981098104282931	Male	C57 A	2	2	4	Incorrect	1	0	0	17	1.7995	0.686	2012-08-28	15:42:50.890	531.937	2012-08-28	15:43:06.562	547.609	15.672	
94	1	C57 A 1	981098104282931	Male	C57 A	2	2	3	Incorrect	1	0	0	0	0	0	2012-08-28	15:43:09.203	550.25	2012-08-28	15:43:09.734	550.781	0.531	
94	2	C57 A 1	981098104282931	Male	C57 A	2	2	4	Incorrect	1	0	0	0	0	0	2012-08-28	15:43:30.796	571.843	2012-08-28	15:43:32.328	573.375	1.532	
94	3	C57 A 1	981098104282931	Male	C57 A	2	2	4	Incorrect	1	0	0	0	0	0	2012-08-28	15:43:58.406	599.453	2012-08-28	15:44:00.687	601.734	2.281	
104	0	C57 A 1	981098104282931	Male	C57 A	2	3	5	Incorrect	1	0	0	0	0	0	2012-08-28	15:44:10.843	611.89	2012-08-28	15:44:11.125	612.172	0.282	
104	1	C57 A 1	981098104282931	Male	C57 A	2	3	5	Incorrect	1	0	0	0	0	0	2012-08-28	15:44:12.453	613.5	2012-08-28	15:44:13.156	614.203	0.703	
118	0	C57 A 1	981098104282931	Male	C57 A	2	1	2	Correct	0	0	0	2	0.234375	0.028	2012-08-28	15:46:03.296	724.343	2012-08-28	15:46:04.687	725.734	1.391	
118	1	C57 A 1	981098104282931	Male	C57 A	2	1	1	Correct	0	0	0	0	0	0	2012-08-28	15:46:08.375	729.422	2012-08-28	15:46:09.375	730.422	1	
476	0	C57 A 1	981098104282931	Male	C57 A	2	4	8	Incorrect	1	0	0	0	0	0	2012-08-28	16:31:42.093	3463.14	2012-08-28	16:31:42.984	3464.031	0.891	
476	1	C57 A 1	981098104282931	Male	C57 A	2	4	7	Incorrect	1	0	0	1	1.65625	1.47	2012-08-28	16:31:46.984	3468.031	2012-08-28	16:31:48.656	3469.703	1.672	
476	2	C57 A 1	981098104282931	Male	C57 A	2	4	8	Incorrect	1	0	0	0	0	0	2012-08-28	16:31:50.890	3471.937	2012-08-28	16:31:51.218	3472.265	0.328	
568	0	C57 A 1	981098104282931	Male	C57 A	2	2	4	Incorrect	1	0	0	0	0	0	2012-08-28	16:43:32.000	4173.047	2012-08-28	16:43:32.078	4173.125	0.078	
568	1	C57 A 1	981098104282931	Male	C57 A	2	2	4	Incorrect	1	0	0	2	0.21875	0.098	2012-08-28	16:43:33.546	4174.593	2012-08-28	16:43:36.171	4177.218	2.625	
